StudentID,cohort,cohort term,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,2012 Loan,2012 Scholarship,2012 Work/Study,2012 Grant,2013 Loan,2013 Scholarship,2013 Work/Study,2013 Grant,2014 Loan,2014 Scholarship,2014 Work/Study,2014 Grant,2015 Loan,2015 Scholarship,2015 Work/Study,2015 Grant,2016 Loan,2016 Scholarship,2016 Work/Study,2016 Grant,2017 Loan,2017 Scholarship,2017 Work/Study,2017 Grant
299369,2011-12,1,Single,0,0,College,High School,With Parent,NA,NA,NA,5550,NA,NA,NA,5550,NA,NA,NA,5645,NA,NA,NA,6330,NA,NA,NA,NA,NA,NA,NA,NA
303260,2011-12,1,Separated,6710,0,Unknown,Unknown,Off Campus,NA,NA,NA,346.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299997,2011-12,1,Single,2575,31200,College,College,With Parent,1750,NA,NA,7156.66,NA,NA,NA,4181.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300569,2011-12,1,Married,27607,0,High School,High School,Off Campus,32500,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299363,2011-12,1,Married,50735,0,Unknown,Unknown,Off Campus,7500,NA,NA,NA,10500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300635,2011-12,1,Single,32729,0,High School,College,Off Campus,52218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299788,2011-12,1,Single,0,12871,High School,High School,With Parent,NA,NA,NA,11588,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,12066,6500,NA,NA,11371,7500,NA,NA,8541
302134,2011-12,1,Single,0,34313,NA,College,With Parent,NA,NA,NA,11588,4500,NA,2000,8750,6500,NA,1900,7481,5500,NA,NA,8992,2750,NA,NA,4804,NA,NA,NA,NA
301723,2011-12,1,Single,6363,67267,College,College,With Parent,7500,NA,NA,NA,3299,NA,NA,11790,2799,NA,NA,5592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283028,2011-12,1,Married,21539,0,College,College,Off Campus,7500,NA,NA,3506,NA,NA,NA,11790,5250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294970,2011-12,1,Married,79480,0,High School,High School,Off Campus,3500,NA,NA,NA,8561,NA,NA,NA,5500,NA,NA,NA,5500,NA,NA,NA,2750,NA,NA,NA,NA,NA,NA,NA
301192,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA,12500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303346,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305186,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304587,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305182,2011-12,1,Single,36805,0,Unknown,Unknown,Off Campus,10500,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,3933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305459,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303053,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302328,2011-12,1,Single,9830,0,College,College,With Parent,9500,NA,NA,9524,10500,1000,NA,2800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301676,2011-12,1,Single,0,23614,High School,High School,On Campus Housing,NA,NA,NA,10714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300895,2011-12,1,Single,0,14961,High School,Middle School,On Campus Housing,12000,NA,NA,11588,12000,NA,NA,11790,11000,NA,2000,11783,9500,NA,2000,12116,12500,NA,NA,8548,5873,NA,NA,5965
297560,2011-12,1,Single,54015,0,Middle School,High School,Off Campus,7500,5000,NA,NA,10500,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299456,2011-12,1,Single,0,61756,High School,High School,With Parent,NA,NA,NA,1200,NA,NA,NA,7452,NA,NA,NA,7681,5500,NA,NA,4208,5500,NA,NA,2525,NA,NA,NA,NA
303183,2011-12,1,Single,0,42955,High School,High School,On Campus Housing,2750,2000,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298767,2011-12,1,Single,0,24098,High School,College,On Campus Housing,7230,NA,420,11588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297755,2011-12,1,Single,0,23990,High School,High School,On Campus Housing,9500,NA,2000,11588,9500,NA,3000,11740,6500,NA,NA,12601,4852,NA,NA,5680,7500,NA,NA,10107,5148,NA,NA,4639
297083,2011-12,1,Single,0,69287,NA,College,On Campus Housing,3500,NA,NA,8124,9500,NA,NA,NA,5500,NA,1109,NA,3250,NA,1055,NA,NA,NA,NA,NA,NA,NA,NA,NA
303435,2011-12,1,Single,0,23688,High School,High School,Off Campus,1750,NA,NA,2776,NA,NA,NA,11040,NA,NA,NA,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305281,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299668,2011-12,1,Single,0,44528,Unknown,College,Off Campus,12500,NA,NA,3100,10500,NA,NA,1500,NA,NA,NA,NA,10500,NA,NA,5730,7500,NA,NA,12255,NA,NA,NA,NA
301313,2011-12,1,Separated,48088,0,College,High School,Off Campus,9500,5000,NA,2200,12500,5000,NA,5550,6749,NA,NA,3526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303775,2011-12,1,Single,18410,0,High School,High School,Off Campus,10500,NA,NA,5872,9258,NA,NA,11790,12500,500,NA,12601,8503,NA,NA,2865,NA,NA,NA,NA,NA,NA,NA,NA
300221,2011-12,1,Single,0,28040,Unknown,High School,With Parent,5500,NA,NA,10714,3500,NA,NA,9690,4500,NA,NA,10935,5500,NA,NA,4483,NA,NA,NA,NA,NA,NA,NA,NA
304227,2011-12,1,Single,0,40158,Unknown,Middle School,Off Campus,2250,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301813,2011-12,1,Married,23078,0,College,College,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301624,2011-12,1,Single,0,0,High School,High School,Off Campus,875,NA,NA,8132,6800,NA,NA,11040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299713,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293485,2011-12,1,Single,20504,0,Middle School,Middle School,Off Campus,NA,1000,NA,11061,6500,NA,NA,4650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298859,2011-12,1,Single,0,16450,Unknown,Unknown,On Campus Housing,9500,NA,NA,13263,3500,NA,NA,12940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299006,2011-12,1,Single,0,0,Unknown,High School,On Campus Housing,3500,NA,3000,11988,2750,NA,NA,5895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301422,2011-12,1,Single,16639,0,High School,College,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300292,2011-12,1,Single,1668,39638,Middle School,High School,With Parent,NA,NA,NA,4062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299959,2011-12,1,Single,0,45890,College,College,With Parent,3500,NA,NA,4163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300608,2011-12,1,Single,0,37785,Unknown,College,With Parent,NA,NA,NA,2584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304552,2011-12,1,Divorced,21122,0,High School,High School,Off Campus,3500,NA,NA,4857,NA,NA,NA,9402,2854,NA,NA,3528,4513,NA,NA,716,NA,NA,NA,NA,NA,NA,NA,NA
300586,2011-12,1,Single,17267,0,High School,High School,With Parent,24500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303907,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299408,2011-12,1,Single,0,29667,Unknown,Unknown,Off Campus,NA,NA,NA,11114,NA,NA,NA,6070,NA,NA,NA,NA,2250,NA,NA,5647,NA,NA,NA,10857,11399,NA,NA,7239
268673,2011-12,1,Single,0,79031,Unknown,Unknown,Off Campus,3500,NA,NA,NA,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301562,2011-12,1,Single,0,39944,College,High School,On Campus Housing,3500,NA,NA,11588,4500,NA,NA,8692,NA,NA,NA,NA,3250,NA,NA,4298,NA,NA,NA,NA,NA,NA,NA,NA
277866,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303428,2011-12,1,Single,17850,92728,High School,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304525,2011-12,1,Single,124,0,College,College,Off Campus,NA,NA,NA,11588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302917,2011-12,1,Single,0,92002,High School,High School,With Parent,5500,NA,NA,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304854,2011-12,1,Single,0,9365,High School,Middle School,Off Campus,NA,NA,NA,2082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303599,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8500,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,NA,12500,NA,NA,NA,8842,NA,NA,NA
264697,2011-12,1,Single,11713,10126,High School,High School,With Parent,3000,NA,NA,10824,2750,NA,NA,6669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303565,2011-12,1,Single,0,87501,High School,High School,Off Campus,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304246,2011-12,1,Single,59043,0,High School,College,With Parent,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304279,2011-12,1,Single,17959,0,High School,Unknown,With Parent,3500,NA,NA,8382,5500,NA,NA,5550,2750,NA,NA,2823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303589,2011-12,1,Single,0,0,High School,High School,Off Campus,3500,NA,NA,5550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299396,2011-12,1,Single,0,41791,High School,High School,On Campus Housing,12400,NA,NA,9824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299020,2011-12,1,Single,0,22606,College,College,With Parent,5500,NA,NA,12738,NA,NA,NA,12940,6500,NA,NA,13151,7500,NA,NA,12094,5500,NA,NA,7658,NA,NA,NA,NA
301684,2011-12,1,Single,0,42799,High School,High School,On Campus Housing,NA,NA,NA,5794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293205,2011-12,1,Single,16143,0,College,High School,With Parent,9500,NA,NA,3100,5250,NA,NA,5100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303305,2011-12,1,Single,32168,0,Unknown,Unknown,Off Campus,7500,NA,NA,NA,10500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268879,2011-12,1,Single,3298,32080,Unknown,High School,Off Campus,NA,5000,NA,7518,5500,5000,NA,5194,NA,NA,NA,NA,12500,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA
298895,2011-12,1,Single,0,25683,College,High School,With Parent,3500,NA,NA,5550,9500,NA,NA,5500,NA,NA,NA,5143,10500,NA,NA,2180,NA,NA,NA,NA,NA,NA,NA,NA
299243,2011-12,1,Single,5448,12589,College,High School,On Campus Housing,12000,NA,2142,12988,6000,NA,1000,2775,NA,NA,NA,NA,6500,NA,NA,6255,5500,NA,NA,5775,6700,NA,NA,5089
301078,2011-12,1,Married,65077,0,High School,High School,Off Campus,3750,NA,NA,1088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301377,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300367,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301653,2011-12,1,Single,11884,14251,High School,High School,On Campus Housing,3500,NA,NA,9674,7500,NA,NA,4813,2750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299272,2011-12,1,Single,0,12372,High School,Unknown,Off Campus,NA,NA,NA,11588,NA,NA,NA,6195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297218,2011-12,1,Single,0,0,College,Middle School,With Parent,NA,5000,NA,11988,NA,2000,NA,12390,NA,2000,NA,12001,NA,2000,NA,12116,5500,NA,NA,8293,NA,NA,NA,NA
299086,2011-12,1,Single,489,15810,College,High School,Off Campus,3500,NA,NA,5550,3500,NA,NA,5550,2350,NA,3000,12451,NA,NA,NA,12066,NA,NA,NA,12255,NA,NA,NA,NA
299972,2011-12,1,Single,0,56611,High School,Middle School,Off Campus,3560,NA,NA,3731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303358,2011-12,1,Single,11967,112784,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297892,2011-12,1,Single,0,0,Middle School,High School,With Parent,1750,NA,NA,2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301309,2011-12,1,Single,0,13048,High School,Middle School,With Parent,3500,NA,NA,4163,3500,NA,NA,11790,4500,NA,NA,10335,2250,NA,NA,7970,7500,NA,NA,6708,7500,NA,NA,5815
296633,2011-12,1,Single,13693,0,College,High School,With Parent,7500,NA,NA,5112,NA,NA,NA,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302533,2011-12,1,Single,0,34666,Unknown,College,With Parent,5500,NA,NA,7924,5500,NA,NA,3900,6500,NA,NA,8885,5500,NA,NA,4680,17500,NA,NA,4025,NA,NA,NA,NA
300002,2011-12,1,Single,0,31089,College,College,With Parent,NA,NA,NA,5794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294406,2011-12,1,Single,0,25811,Unknown,Unknown,On Campus Housing,8000,NA,NA,12988,12000,NA,2000,10850,13000,NA,1290,10685,13000,NA,NA,9792,12500,NA,NA,12571,9000,NA,NA,12823
303601,2011-12,1,Single,54031,0,College,College,Off Campus,10500,NA,NA,NA,11764,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302183,2011-12,1,Married,80594,0,Middle School,College,Off Campus,8500,5000,NA,600,12500,7340,NA,4100,10500,2000,NA,3897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270506,2011-12,1,Single,0,48281,High School,High School,Off Campus,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298325,2011-12,1,Single,0,161373,High School,College,With Parent,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298033,2011-12,1,Single,12580,17508,College,Middle School,With Parent,1700,NA,NA,9532,3500,NA,NA,5550,NA,NA,NA,13601,NA,NA,NA,13016,NA,NA,NA,NA,NA,NA,NA,NA
293611,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304263,2011-12,1,Single,9110,73176,High School,College,With Parent,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301326,2011-12,1,Single,29209,124000,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281368,2011-12,1,Single,0,130000,College,College,With Parent,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10442,NA,NA,NA,NA,NA,NA,NA,NA
304905,2011-12,1,Single,0,52506,College,College,Off Campus,9500,NA,NA,5032,9500,2000,2000,1816,10500,NA,NA,5645,12500,NA,NA,5580,12500,NA,NA,3625,NA,NA,NA,NA
300290,2011-12,1,Single,0,26612,College,High School,With Parent,NA,NA,NA,9674,NA,NA,NA,NA,NA,NA,NA,4341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299495,2011-12,1,Single,0,87230,College,College,With Parent,NA,6000,NA,NA,NA,6000,NA,NA,NA,6000,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302116,2011-12,1,Separated,0,0,College,Middle School,Off Campus,12500,NA,NA,2400,12500,NA,NA,6240,12500,NA,NA,NA,11100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302551,2011-12,1,Married,141564,0,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299115,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5645,NA,NA,NA,1145,NA,NA,NA,NA,NA,NA,NA,NA
302819,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304823,2011-12,1,Single,30972,0,College,College,With Parent,10500,NA,NA,NA,12500,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305310,2011-12,1,Single,25308,0,College,High School,Off Campus,9500,NA,NA,NA,5250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294719,2011-12,1,Single,2000,0,College,College,Off Campus,9500,NA,NA,5550,8000,NA,NA,4163,12500,NA,NA,5645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302717,2011-12,1,Single,0,24859,High School,Unknown,With Parent,NA,5550,NA,5950,NA,3469.5,NA,4050,6500,NA,NA,12001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305260,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304298,2011-12,1,Single,4000,90000,High School,High School,On Campus Housing,15500,NA,NA,NA,10500,NA,NA,NA,12500,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72295,2011-12,1,Married,71507,0,College,College,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300240,2011-12,1,Single,0,77268,High School,College,On Campus Housing,9500,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301382,2011-12,1,Single,38512,0,Unknown,Middle School,Off Campus,9500,3000,NA,4700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258799,2011-12,1,Single,16173,55611,College,College,Off Campus,2750,NA,NA,NA,6500,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299293,2011-12,1,Single,4764,8588,Unknown,Middle School,On Campus Housing,9400,NA,2000,12988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304560,2011-12,1,Single,6158,99709,High School,College,With Parent,20237,NA,2000,NA,34500,250,NA,NA,22700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300275,2011-12,1,Single,0,98513,College,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298966,2011-12,1,Single,0,0,Middle School,High School,With Parent,NA,NA,NA,11588,5500,NA,NA,11790,5500,NA,NA,7445.65,5500,NA,NA,9634,5500,NA,NA,5775,NA,NA,NA,NA
303622,2011-12,1,Married,39705,0,Unknown,High School,Off Campus,5730,NA,NA,5550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294160,2011-12,1,Single,14592,-869,High School,High School,With Parent,NA,NA,NA,5500,NA,NA,NA,10150,NA,NA,NA,2047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298782,2011-12,1,Single,0,43501,College,High School,With Parent,3500,NA,NA,8224,1750,NA,NA,5495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94804,2011-12,1,Married,35606,0,College,College,Off Campus,NA,NA,NA,5550,NA,NA,NA,9402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299583,2011-12,1,Single,3650,63578,High School,Middle School,With Parent,5500,NA,NA,NA,3500,NA,NA,NA,4500,NA,NA,NA,2750,NA,NA,NA,2880,NA,NA,NA,7500,NA,NA,NA
304216,2011-12,1,Single,0,54674,College,College,On Campus Housing,9500,NA,NA,NA,6500,NA,NA,4500,7500,NA,NA,2195,10500,NA,NA,3680,2000,NA,NA,357,NA,NA,NA,NA
302707,2011-12,1,Married,20504,0,College,College,Off Campus,NA,NA,NA,1388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297627,2011-12,1,Single,18687,0,Middle School,Middle School,Off Campus,9500,NA,NA,1385,12500,NA,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300203,2011-12,1,Married,25440,0,Unknown,Middle School,Off Campus,NA,NA,NA,2975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301857,2011-12,1,Single,0,0,High School,High School,On Campus Housing,9500,NA,NA,10714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300303,2011-12,1,Divorced,94869,0,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297839,2011-12,1,Divorced,1805,0,College,Middle School,Off Campus,NA,NA,NA,11588,4500,NA,NA,7602,5500,250,NA,4080,10500,NA,NA,6164,10500,NA,NA,NA,NA,NA,NA,NA
37630,2011-12,1,Single,38694,0,Unknown,Unknown,Off Campus,6500,2000,NA,3800,5500,2000,NA,3404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84534,2011-12,1,Single,0,0,Unknown,High School,Off Campus,NA,2000,NA,11988,NA,2000,NA,12390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303227,2011-12,1,Single,52364,0,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295130,2011-12,1,Single,0,0,High School,High School,With Parent,NA,5000,2000,5950,NA,7871.8,2000,5550,NA,7500,2000,6245,NA,3000,2000,11294,NA,NA,NA,NA,NA,NA,NA,NA
295794,2011-12,1,Separated,23492,0,Middle School,Middle School,Off Campus,7500,10021,NA,NA,4516,NA,NA,900,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294755,2011-12,1,Single,6648,35032,Middle School,Middle School,With Parent,3500,NA,NA,4312,4000,NA,NA,7052,1578,500,NA,3391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303703,2011-12,1,Married,88650,0,High School,High School,Off Campus,12500,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279885,2011-12,1,Single,6098,0,High School,College,With Parent,NA,1000,NA,13138,NA,2000,NA,12790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
